timestamp_utc,value,url
2026-01-29T10:04:02+00:00,290,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T10:54:10+00:00,291,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T11:27:46+00:00,292,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T11:54:03+00:00,294,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T12:48:41+00:00,296,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T13:47:52+00:00,297,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T14:28:32+00:00,298,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T15:06:30+00:00,301,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T15:51:09+00:00,303,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T16:38:52+00:00,304,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T17:22:16+00:00,305,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T18:00:38+00:00,306,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T19:02:07+00:00,307,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T19:38:52+00:00,308,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T19:58:51+00:00,309,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T20:58:44+00:00,310,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T21:33:37+00:00,312,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T21:56:05+00:00,313,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T22:26:04+00:00,315,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T22:54:20+00:00,316,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T23:22:07+00:00,317,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T23:47:56+00:00,318,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-29T23:59:54+00:00,319,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T02:45:16+00:00,320,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T04:23:40+00:00,321,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T05:30:15+00:00,322,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T06:27:13+00:00,323,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T07:24:09+00:00,324,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T07:58:40+00:00,325,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T08:48:45+00:00,329,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T09:24:59+00:00,330,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T10:01:30+00:00,331,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T11:24:52+00:00,333,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T11:49:13+00:00,334,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T13:19:03+00:00,358,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T14:04:35+00:00,391,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T14:51:21+00:00,411,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T15:29:32+00:00,415,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T16:00:55+00:00,419,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
2026-01-30T16:30:14+00:00,421,https://ungvetenskapssport.se/event/robotiklager-norrkoping-2026/
